1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.418,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.3311,0.4247,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.408,0.3678,0.3478,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.4481,0.5063,0.428,0.4414,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.4414,0.521,0.4013,0.408,0.6019,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.4247,0.5288,0.3846,0.4381,0.5929,0.5954,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.3846,0.4853,0.3846,0.418,0.5374,0.4853,0.5081,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.418,0.462,0.3578,0.418,0.5082,0.462,0.5049,0.4587,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.4247,0.4462,0.3578,0.3846,0.4921,0.4595,0.4487,0.482,0.5709,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.3711,0.3642,0.347,0.3676,0.3814,0.3814,0.3745,0.3402,0.3676,0.378,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0.3812,0.4082,0.3612,0.3879,0.4119,0.398,0.407,0.3843,0.4092,0.388,0.3333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.3578,0.367,0.428,0.4013,0.4119,0.4045,0.4006,0.3908,0.4224,0.3817,0.3814,0.3573,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0.3913,0.3639,0.408,0.3879,0.3993,0.3883,0.3942,0.3452,0.3663,0.3438,0.3745,0.3405,0.6346,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.3979,0.3941,0.418,0.3645,0.4234,0.4299,0.456,0.3908,0.3993,0.3778,0.4467,0.3713,0.3908,0.3745,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,0.408,0.4368,0.3545,0.3678,0.4627,0.4563,0.4692,0.4657,0.528,0.5372,0.3436,0.3786,0.3624,0.3268,0.4495,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0.4013,0.4336,0.3612,0.3645,0.453,0.453,0.4692,0.4657,0.5478,0.5598,0.3436,0.3754,0.3721,0.3333,0.4332,0.9223,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0.3913,0.4448,0.3612,0.3578,0.4782,0.4648,0.4749,0.4581,0.5451,0.5551,0.3539,0.3779,0.3678,0.3143,0.4615,0.903,0.8896,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,0.4046,0.4433,0.3645,0.3812,0.4789,0.4757,0.4789,0.4527,0.5577,0.5469,0.3711,0.3689,0.3851,0.343,0.4462,0.9126,0.8834,0.9063,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,0.4113,0.4272,0.3511,0.3812,0.4622,0.4692,0.4807,0.4527,0.5511,0.5552,0.3642,0.3542,0.373,0.3354,0.4429,0.8414,0.8349,0.8528,0.8705,1,,,,,,,,,,,,,,,,,,,,,,,,,,
48,0.3812,0.4481,0.3377,0.3612,0.4816,0.4882,0.4682,0.4314,0.5518,0.5418,0.347,0.3645,0.3812,0.3578,0.3913,0.719,0.7424,0.7324,0.7491,0.7424,1,,,,,,,,,,,,,,,,,,,,,,,,,
49,0.3946,0.4433,0.3745,0.3846,0.4951,0.4789,0.5048,0.4364,0.5577,0.521,0.3676,0.3592,0.3818,0.3365,0.4169,0.7313,0.7216,0.7558,0.7508,0.7378,0.7491,1,,,,,,,,,,,,,,,,,,,,,,,,
50,0.3879,0.4381,0.3678,0.3913,0.4749,0.4949,0.4816,0.4448,0.5618,0.5551,0.3676,0.3645,0.3812,0.3511,0.4347,0.7424,0.7591,0.7558,0.7591,0.7558,0.7157,0.7324,1,,,,,,,,,,,,,,,,,,,,,,,
42,0.4046,0.4554,0.3645,0.3913,0.5318,0.4951,0.4551,0.5016,0.4455,0.4649,0.347,0.3949,0.3598,0.3089,0.4104,0.4271,0.4304,0.4414,0.4401,0.4426,0.4314,0.4433,0.4414,1,,,,,,,,,,,,,,,,,,,,,,
60,0.4013,0.367,0.3645,0.3678,0.4025,0.3883,0.391,0.3355,0.363,0.328,0.4432,0.3459,0.3805,0.349,0.4951,0.3592,0.3592,0.3645,0.3592,0.3584,0.3545,0.3527,0.3612,0.3439,1,,,,,,,,,,,,,,,,,,,,,
2105,0.3879,0.4633,0.3913,0.4046,0.5333,0.4766,0.51,0.6333,0.43,0.4733,0.3539,0.3833,0.41,0.3666,0.4,0.4566,0.4566,0.4347,0.4566,0.4466,0.3979,0.4266,0.408,0.4633,0.37,1,,,,,,,,,,,,,,,,,,,,
2108,0.3232,0.4074,0.7474,0.3501,0.4141,0.3838,0.3737,0.3501,0.3771,0.3569,0.3505,0.3434,0.4309,0.3737,0.3973,0.3602,0.367,0.3535,0.367,0.3602,0.3501,0.3636,0.3737,0.367,0.3501,0.3636,1,,,,,,,,,,,,,,,,,,,
2109,0.4046,0.4335,0.3812,0.4113,0.4715,0.4563,0.4743,0.4527,0.4917,0.5506,0.3711,0.3512,0.4018,0.367,0.3876,0.4692,0.4789,0.4882,0.4854,0.4905,0.4782,0.4854,0.5217,0.4108,0.3575,0.4633,0.3703,1,,,,,,,,,,,,,,,,,,
2110,0.428,0.4145,0.3545,0.3946,0.4654,0.4854,0.4807,0.4592,0.5346,0.5709,0.3539,0.3423,0.3513,0.3653,0.3811,0.5275,0.5372,0.5317,0.5404,0.5266,0.5418,0.5372,0.5785,0.449,0.327,0.4433,0.3501,0.5284,1,,,,,,,,,,,,,,,,,
2113,0.3712,0.4012,0.3277,0.3612,0.4854,0.4433,0.4466,0.4299,0.5214,0.5663,0.3573,0.3624,0.3851,0.3462,0.3908,0.4951,0.5016,0.5117,0.5048,0.508,0.4816,0.4789,0.525,0.4077,0.3236,0.4333,0.3299,0.5242,0.4854,1,,,,,,,,,,,,,,,,
2114,0.418,0.466,0.3846,0.418,0.521,0.4854,0.4854,0.6579,0.4422,0.4563,0.3367,0.3883,0.3786,0.3754,0.3843,0.453,0.453,0.4515,0.4498,0.4498,0.418,0.4077,0.428,0.4498,0.3527,0.6866,0.3501,0.4466,0.4466,0.4271,1,,,,,,,,,,,,,,,
2115,0.428,0.4129,0.3712,0.3946,0.5064,0.4271,0.4354,0.4625,0.5346,0.587,0.3505,0.3516,0.3516,0.3677,0.3517,0.5113,0.5242,0.505,0.521,0.5129,0.505,0.5145,0.5083,0.4322,0.3451,0.4633,0.3333,0.5193,0.5419,0.5145,0.4498,1,,,,,,,,,,,,,,
2117,0.428,0.4493,0.3779,0.4113,0.4811,0.4595,0.4519,0.4364,0.5082,0.5583,0.3883,0.3818,0.3727,0.3467,0.4039,0.4595,0.4692,0.4749,0.4854,0.4827,0.4849,0.4789,0.505,0.4171,0.3459,0.4266,0.3569,0.7151,0.5212,0.5275,0.4142,0.5258,1,,,,,,,,,,,,,
2119,0.6454,0.3734,0.3645,0.3913,0.4025,0.4077,0.407,0.3876,0.4026,0.3753,0.3573,0.3453,0.3522,0.39,0.4006,0.3883,0.3915,0.3846,0.3883,0.4012,0.3846,0.3721,0.3879,0.4076,0.3742,0.36,0.3636,0.3892,0.3573,0.343,0.3948,0.387,0.3636,1,,,,,,,,,,,,
2120,0.4,0.4474,0.3525,0.3355,0.4508,0.4644,0.4474,0.4372,0.5254,0.5254,0.3264,0.3389,0.3559,0.3152,0.3593,0.6,0.6169,0.6067,0.6033,0.6,0.6,0.6033,0.6067,0.4271,0.3355,0.4169,0.3355,0.4576,0.5118,0.4474,0.4372,0.5084,0.444,0.3796,1,,,,,,,,,,,
2121,0.408,0.459,0.3812,0.4247,0.518,0.4655,0.495,0.4852,0.6798,0.5606,0.3608,0.3967,0.3901,0.3377,0.3803,0.495,0.5081,0.505,0.5114,0.5245,0.525,0.5311,0.5284,0.4393,0.3606,0.4566,0.3838,0.4885,0.5377,0.4622,0.4491,0.5278,0.4885,0.3934,0.5186,1,,,,,,,,,,
2122,0.3779,0.4368,0.3779,0.3745,0.4466,0.466,0.4368,0.4495,0.462,0.4466,0.3642,0.3495,0.3656,0.3365,0.3908,0.453,0.466,0.4782,0.4854,0.4789,0.4314,0.4595,0.4816,0.4336,0.3106,0.44,0.3737,0.4498,0.4627,0.4207,0.4368,0.4336,0.4368,0.3721,0.4372,0.4557,1,,,,,,,,,
2123,0.4247,0.405,0.3645,0.3979,0.4591,0.4627,0.4583,0.4657,0.5016,0.5583,0.3642,0.3483,0.3423,0.3467,0.3941,0.508,0.5113,0.515,0.5177,0.5235,0.515,0.5177,0.5551,0.414,0.3301,0.4366,0.3602,0.5221,0.8258,0.4951,0.4433,0.5129,0.5242,0.3783,0.4847,0.5147,0.4627,1,,,,,,,,
2125,0.4314,0.4405,0.3645,0.3745,0.5112,0.4789,0.4565,0.4755,0.5577,0.5916,0.3676,0.3794,0.3922,0.3536,0.3941,0.5469,0.5566,0.5418,0.5436,0.5466,0.5451,0.5631,0.5618,0.4437,0.3536,0.4533,0.3703,0.5627,0.5659,0.5436,0.4368,0.6,0.5659,0.4051,0.5152,0.554,0.4724,0.5434,1,,,,,,,
2126,0.3946,0.3928,0.418,0.3979,0.4318,0.3961,0.4155,0.3876,0.4059,0.3603,0.4295,0.3766,0.3831,0.3538,0.7524,0.4285,0.4123,0.4448,0.435,0.435,0.3946,0.3993,0.408,0.3896,0.4902,0.39,0.404,0.3766,0.3863,0.3701,0.3701,0.3571,0.4155,0.3863,0.3389,0.3803,0.3571,0.3831,0.3961,1,,,,,,
2135,0.408,0.3814,0.3545,0.3946,0.3974,0.4045,0.407,0.3322,0.3498,0.3365,0.4158,0.3269,0.3846,0.3557,0.4983,0.3559,0.3559,0.3678,0.3592,0.3621,0.3311,0.3559,0.3712,0.3301,0.6602,0.3533,0.3737,0.375,0.3621,0.343,0.3462,0.3387,0.3814,0.4038,0.3322,0.3508,0.3203,0.3621,0.3504,0.4805,1,,,,,
2137,0.3979,0.7025,0.3979,0.3745,0.4841,0.4951,0.4743,0.4755,0.4488,0.4208,0.3539,0.3987,0.3765,0.3512,0.368,0.4433,0.4466,0.4448,0.4498,0.424,0.4414,0.4336,0.4347,0.4235,0.3354,0.4566,0.3905,0.4082,0.4145,0.4045,0.4368,0.4354,0.4177,0.3575,0.4237,0.4622,0.4627,0.4082,0.463,0.3896,0.3621,1,,,,
2138,0.3545,0.4335,0.3545,0.3779,0.3899,0.3818,0.4006,0.3941,0.363,0.3438,0.3402,0.7583,0.3716,0.3405,0.3452,0.3689,0.3689,0.3678,0.3624,0.351,0.3578,0.3365,0.3444,0.3726,0.349,0.4,0.3636,0.3481,0.3172,0.3203,0.3786,0.3225,0.3484,0.3504,0.3186,0.3606,0.33,0.3172,0.3472,0.3474,0.3333,0.3892,1,,,
2139,0.3979,0.4082,0.3946,0.3612,0.3867,0.3948,0.4166,0.342,0.3828,0.328,0.3711,0.3166,0.6269,0.5485,0.342,0.3333,0.343,0.3344,0.3527,0.3354,0.3779,0.3592,0.3645,0.3343,0.3459,0.3766,0.3838,0.3544,0.3385,0.3527,0.3559,0.3419,0.3448,0.3573,0.3593,0.3508,0.3365,0.326,0.3536,0.3766,0.375,0.3607,0.3354,1,,
2140,0.4113,0.4583,0.3712,0.3812,0.5032,0.4724,0.4615,0.4462,0.5214,0.5833,0.3608,0.3557,0.3814,0.391,0.4039,0.5177,0.521,0.5284,0.5372,0.5192,0.5418,0.5275,0.5418,0.4583,0.3237,0.4466,0.3703,0.5673,0.5929,0.5631,0.4627,0.5193,0.5673,0.3557,0.4813,0.5081,0.4789,0.5673,0.6141,0.3961,0.3397,0.4198,0.3365,0.3653,1,
2144,0.4013,0.3607,0.408,0.3745,0.3899,0.398,0.3846,0.3452,0.3597,0.3438,0.3402,0.3322,0.5924,0.7272,0.3843,0.3236,0.33,0.3311,0.3398,0.3322,0.3612,0.3462,0.3612,0.3312,0.3333,0.37,0.3771,0.367,0.351,0.3592,0.3689,0.3419,0.3385,0.3793,0.3152,0.318,0.33,0.3228,0.3569,0.3571,0.3397,0.3386,0.3291,0.5329,0.3557,1
,1,3,4,5,7,8,9,10,13,14,16,38,39,40,41,43,44,45,46,47,48,49,50,42,60,2105,2108,2109,2110,2113,2114,2115,2117,2119,2120,2121,2122,2123,2125,2126,2135,2137,2138,2139,2140,2144
